Playlist ID                                                         | Trade Name | Year    | Module   | Title                                                   | Description                                                                                                                                                                                           | Video Link
playlist?list=PL82K0I4-0q_z3rrw-XfzQDMVDGH93P8Px                    | Electrician| Year 1  | Module 2 | 2.1 Types of Electrical Supply (2)                      | Explore the core differences, characteristics, and practical applications of AC and DC systems for 1st-year students in the Electrician Trade.                                                        | https://youtu.be/VoNH8avzv5M?si=2QT9p8dYIfwWCmOZ
playlist?list=PL82K0I4-0q_z3rrw-XfzQDMVDGH93P8Px                    | Electrician| Year 1  | Module 2 | 2.1 Skinning of cables (3)                              | Learn the correct techniques and safe tool usage for insulation stripping and skinning of cables, essential for 1st-year students in the Electrician Trade.                                           | https://youtu.be/CFLhwMSUjhs?si=an9cb99U5Hrn1zlS
playlist?list=PL82K0I4-0q_z3rrw-XfzQDMVDGH93P8Px                    | Electrician| Year 1  | Module 2 | 2.2Wire joints                                          | Learn to make strong, low-resistance electrical connections using standard splicing methods tailored for 1st-year students in the Electrician Trade.                                                  | https://youtu.be/QIlP1r94yZ0?si=4mFrNFNiDTDJx-zG
playlist?list=PL82K0I4-0q_z3rrw-XfzQDMVDGH93P8Px                    | Electrician| Year 1  | Module 2 | 2.3 Underground cables                                  | Explore the construction, laying methods, and fault detection of power cables designed for 1st-year students in the Electrician Trade.                                                                | https://youtu.be/-lFxw5AnA3g?si=TtQjh75nCyb5n99k
playlist?list=PL82K0I4-0q_z7pd_cm4tFmYsIgHPrSYHv                    | Electrician| Year 1  | Module 3 | 3.1 Ohm_s law                                           | Master the fundamental relationship between voltage, current, and resistance using Ohm's Law, designed for 1st-year students in the Electrician Trade.                                                | https://youtu.be/Bfbn4YaGMwg?si=QGJb3AF8ufy2KTs3
playlist?list=PL82K0I4-0q_z7pd_cm4tFmYsIgHPrSYHv                    | Electrician| Year 1  | Module 3 | 3.2 Kirchhoff_s law and its application                 | Learn to analyze complex electrical circuits using Kirchhoff's Current and Voltage Laws, tailored for 1st-year students in the Electrician Trade.                                                     | https://youtu.be/ubbg8eRhcVw?si=bj4MyCMWsQ6qhYry
playlist?list=PL82K0I4-0q_z7pd_cm4tFmYsIgHPrSYHv                    | Electrician| Year 1  | Module 3 | 3.3 DC series and parallel circuits                     | Learn to calculate total resistance, current, and voltage distribution in series and parallel networks for 1st-year students in the Electrician Trade.                                                | https://youtu.be/apAz3yHwRxQ?si=SWiifjeHsEX16fys
playlist?list=PL82K0I4-0q_z7pd_cm4tFmYsIgHPrSYHv                    | Electrician| Year 1  | Module 3 | 3.4 Open and short circuit in series                    | Understand the behavior, troubleshooting steps, and circuit effects of open and short faults for 1st-year students in the Electrician Trade.                                                          | https://youtu.be/PaYhjxwlxBo?si=zZOHydEWtSix7UPL
playlist?list=PL82K0I4-0q_z7pd_cm4tFmYsIgHPrSYHv                    | Electrician| Year 1  | Module 3 | 3.5 Law  of resistance                                  | Explore the factors affecting electrical resistance, including material, length, and cross-sectional area, designed for 1st-year students in the Electrician Trade.                                   | https://youtu.be/quZcEfqX1bo?si=a0nns-RzJO15gsf9
playlist?list=PL82K0I4-0q_z7pd_cm4tFmYsIgHPrSYHv                    | Electrician| Year 1  | Module 3 | 3.6 Wheatstone bridge                                   | Learn how to balance networks and accurately measure unknown electrical resistance using a Wheatstone bridge, tailored for 1st-year students in the Electrician Trade.                                | https://youtu.be/2KdD44e5-1M?si=el16ZSyQED97HDAK
playlist?list=PL82K0I4-0q_z7pd_cm4tFmYsIgHPrSYHv                    | Electrician| Year 1  | Module 3 | 3.7 Series and parallel  circui                         | Master the practical layout, voltage drops, and current behavior in combination series and parallel circuits for 1st-year students in the Electrician Trade.                                          | https://youtu.be/-PtZ5Fzlnr0?si=0K7zFMWzN0TLCnWq
playlist?list=PL82K0I4-0q_zVmb7xJAT85i_BDfSm3tPM                    | Electrician| Year 1  | Module 4 | 4.1 Magnetic terms                                      | Master the fundamental concepts of flux density, permeability, and magnetic field strength designed for 1st-year students in the Electrician Trade.                                                   | https://youtu.be/dikjr0yjwak?si=TCVUxWp-TntTCvc2
playlist?list=PL82K0I4-0q_zVmb7xJAT85i_BDfSm3tPM                    | Electrician| Year 1  | Module 4 | 4.2 Principles and laws of electro magnetism            | Understand the core principles of electromagnetic induction, Faraday's laws, and Lenz's law tailored for 1st-year students in the Electrician Trade.                                                  | https://youtu.be/vNW6ZQ63mVY?si=vsvv82qVfapnVbpi
playlist?list=PL82K0I4-0q_zVmb7xJAT85i_BDfSm3tPM                    | Electrician| Year 1  | Module 4 | 4.3 Magnetic and capacitor                              | Explore the principles of electromagnetic induction and electrostatic charge storage in capacitors, designed for 1st-year students in the Electrician Trade.                                          | https://youtu.be/Xuci-q1nzF0?si=ubN-aqRkTKOSHNvx
playlist?list=PL82K0I4-0q_zVmb7xJAT85i_BDfSm3tPM                    | Electrician| Year 1  | Module 4 | 4.4 Capacitors and types                                | Learn about capacitance, dielectric materials, and the practical selection of different capacitor types for 1st-year students in the Electrician Trade.                                               | https://youtu.be/SLuYgtFXw_E?si=aMX1zUk3g7gID6q3
playlist?list=PL82K0I4-0q_wOdH5cXL9qS5XiS4jjdTcU                    | Electrician| Year 1  | Module 5 | 5.1 Alternating current (1)                             | Master the fundamental concepts of AC waveforms, frequency, amplitude, and peak values designed for 1st-year students in the Electrician Trade.                                                       | https://youtu.be/Mb-uPwOY3lE?si=LflNsFHm78y7ynPD
playlist?list=PL82K0I4-0q_wOdH5cXL9qS5XiS4jjdTcU                    | Electrician| Year 1  | Module 5 | 5.1 Neutral and earth conductors (2)                    | Learn the vital roles, distinct differences, and wiring configurations of neutral and earth conductors, tailored for 1st-year students in the Electrician Trade.                                      | https://youtu.be/3qq4OdaC9tI?si=dq5dg_T42vU4B-8o
playlist?list=PL82K0I4-0q_wOdH5cXL9qS5XiS4jjdTcU                    | Electrician| Year 1  | Module 5 | 5.1 A.C. circuit with R & L in series (3)               | Understand the behavior, impedance calculation, and phase relationships in a series R-L circuit, tailored for 1st-year students in the Electrician Trade.                                             | https://youtu.be/NdOdNI9oSV4?si=Nhvjz5-lzb-S92oZ
playlist?list=PL82K0I4-0q_wOdH5cXL9qS5XiS4jjdTcU                    | Electrician| Year 1  | Module 5 | 5.2 Series resonance circuit                            | Learn the conditions, frequency calculations, and impedance behavior of a series resonance circuit, tailored for 1st-year students in the Electrician Trade.                                          | https://youtu.be/gHiveNAGnoY?si=GFawkSrVKBJii6kG
playlist?list=PL82K0I4-0q_wOdH5cXL9qS5XiS4jjdTcU                    | Electrician| Year 1  | Module 5 | 5.3 AC circuit                                          | Understand the principles of alternating current, impedance, and power factor in single-phase systems, tailored for 1st-year students in the Electrician Trade.                                       | https://youtu.be/gHiveNAGnoY?si=jSsw9fZ6_ymU1H3D
playlist?list=PL82K0I4-0q_wOdH5cXL9qS5XiS4jjdTcU                    | Electrician| Year 1  | Module 5 | 5.4 Parallel resonance circuits                         | Learn the conditions, maximum impedance behavior, and frequency characteristics of a parallel resonance circuit, tailored for 1st-year students in the Electrician Trade.                             | https://youtu.be/zElrDFvtL3Q?si=qn3y-pboABGWxaxY
playlist?list=PL82K0I4-0q_wOdH5cXL9qS5XiS4jjdTcU                    | Electrician| Year 1  | Module 5 | 5.5 Power, energy and power factor in AC                | Master the relationship between active, reactive, and apparent power, alongside power factor correction, tailored for 1st-year students in the Electrician Trade.                                     | https://youtu.be/KhHLzzGGQ4I?si=4YAnzYjSZw5xOAxZ
playlist?list=PL82K0I4-0q_wOdH5cXL9qS5XiS4jjdTcU                    | Electrician| Year 1  | Module 5 | 5.6 Power factor                                        | Understand the importance of power factor, the causes of low power factor, and improvement methods for 1st-year students in the Electrician Trade.                                                    | https://youtu.be/hsv4PT4WqcE?si=s1ZKlW0bwciPDWbg
playlist?list=PL82K0I4-0q_wOdH5cXL9qS5XiS4jjdTcU                    | Electrician| Year 1  | Module 5 | 5.7 3-phase AC fundamentals (1)                         | Master the principles of 3-phase AC generation, phase sequence, and line-to-phase relationships, tailored for 1st-year students in the Electrician Trade.                                             | https://youtu.be/m_f2_uuXygo?si=NVPD8VQTvJ6ypikv
playlist?list=PL82K0I4-0q_wOdH5cXL9qS5XiS4jjdTcU                    | Electrician| Year 1  | Module 5 | 5.7 Systems of connection in 3-phase AC (2)             | Explore Star and Delta connection systems, calculating line and phase values in 3-phase AC networks, tailored for 1st-year students in the Electrician Trade.                                         | https://youtu.be/SoeoL62PqfA?si=O-s-ns8teiE44j3b
playlist?list=PL82K0I4-0q_wOdH5cXL9qS5XiS4jjdTcU                    | Electrician| Year 1  | Module 5 | 5.7 how to calculate power (3)                          | Learn how to calculate active, reactive, and apparent power in 3-phase AC systems, tailored for 1st-year students in the Electrician Trade.                                                           | https://youtu.be/VspYOlDNh2k?si=rt7VDPsEjGjb-dcQ
playlist?list=PL82K0I4-0q_wOdH5cXL9qS5XiS4jjdTcU                    | Electrician| Year 1  | Module 5 | 5.7 Calculate 3-phase power (4)                         | Master practical formulas and step-by-step calculations to determine total power in balanced and unbalanced 3-phase systems, tailored for 1st-year students in the Electrician Trade.                 | https://youtu.be/VspYOlDNh2k?si=9GX_W7VVhzq-ezYM
playlist?list=PL82K0I4-0q_znB-pldilfLUteLSlozBQw                    | Electrician| Year 1  | Module 6 | 6.1 Primary cells and secondary cells (1)               | Understand the differences, working principles, and chemical reactions of primary and secondary cells, tailored for 1st-year students in the Electrician Trade.                                       | https://youtu.be/UQ0qel2njvw?si=T_HGQM3WIQ-wsOVF
playlist?list=PL82K0I4-0q_znB-pldilfLUteLSlozBQw                    | Electrician| Year 1  | Module 6 | 6.1 Battery from inside (2)                             | Explore the internal construction, components, and chemical layouts of standard batteries, tailored for 1st-year students in the Electrician Trade.                                                   | https://youtu.be/wyGPb7fw58Y?si=2fyFgIDDyTb5Jeem
playlist?list=PL82K0I4-0q_znB-pldilfLUteLSlozBQw                    | Electrician| Year 1  | Module 6 | 6.2 Grouping of cells                                   | Learn how to connect cells in series, parallel, and mixed combinations to achieve desired voltage and current outputs, tailored for 1st-year students in the Electrician Trade.                       | https://youtu.be/FycFoI58EKU?si=53GiUMO28MqiiT1g
playlist?list=PL82K0I4-0q_znB-pldilfLUteLSlozBQw                    | Electrician| Year 1  | Module 6 | 6.3 Battery charging method                             | Learn different battery charging methods, including constant current and constant voltage, tailored for 1st-year students in the Electrician Trade.                                                   | https://youtu.be/DCxjHHSAexg?si=bP71wpmpMDQS1Ihc
playlist?list=PL82K0I4-0q_znB-pldilfLUteLSlozBQw                    | Electrician| Year 1  | Module 6 | 6.4 Solar Battery and Solar cell                        | Explore the working principles, construction, and charging cycles of solar cells and solar batteries, tailored for 1st-year students in the Electrician Trade.                                        | https://youtu.be/_wHfoLR8udA?si=lzLmvNZ9GA5-x0As
playlist?list=PL82K0I4-0q_w7sNn52LkxkLidHngjwAfS                    | Electrician| Year 1  | Module 7 | 7.1 B.I.S Symbols (1)                                   | Learn the official Bureau of Indian Standards (B.I.S.) symbols used in electrical blueprints and circuit diagrams, tailored for 1st-year students in the Electrician Trade.                           | https://youtu.be/ZpJId683iV4?si=gp4x646ln4S8B2zI
playlist?list=PL82K0I4-0q_w7sNn52LkxkLidHngjwAfS                    | Electrician| Year 1  | Module 7 | 7.1 Wiring accessories,IE Rules (2)                     | Learn about essential wiring accessories and critical Indian Electricity (I.E.) Rules for safe installations, tailored for 1st-year students in the Electrician Trade.                                | https://youtu.be/utzoOasH6J4?si=NXVw5uM4pHRcFvZ8
playlist?list=PL82K0I4-0q_w7sNn52LkxkLidHngjwAfS                    | Electrician| Year 1  | Module 7 | 7.1 CB,MCB,MCCB (3)                                     | Learn the functions, differences, and applications of circuit breakers, MCBs, and MCCBs, tailored for 1st-year students in the Electrician Trade.                                                     | https://youtu.be/92KSBJUVEE8?si=lYXGcpLHZxrgscs0
playlist?list=PL82K0I4-0q_w7sNn52LkxkLidHngjwAfS                    | Electrician| Year 1  | Module 7 | 7.1 ELCB (4)                                            | Learn the working principles, safety features, and installation of Earth Leakage Circuit Breakers (ELCB), tailored for 1st-year students in the Electrician Trade.                                    | https://youtu.be/wp_T_HW2VDs?si=Wq-XwzKRExrjDXuj
playlist?list=PL82K0I4-0q_w7sNn52LkxkLidHngjwAfS                    | Electrician| Year 1  | Module 7 | 7.1 Fuses,Relays (5)                                    | Understand the operation, types, and protection roles of fuses and relays in electrical circuits, tailored for 1st-year students in the Electrician Trade.                                            | https://youtu.be/VlD8eWApQ90?si=8tzjw4hmiBAYhXbp
playlist?list=PL82K0I4-0q_w7sNn52LkxkLidHngjwAfS                    | Electrician| Year 1  | Module 7 | 7.1 Domestic Wiring (6)                                 | Master the layout planning, wiring methods, and practical installation steps for domestic building wiring, tailored for 1st-year students in the Electrician Trade.                                   | https://youtu.be/vO_GPVScnM4?si=B6NLYRmaQYdufubI
playlist?list=PL82K0I4-0q_w7sNn52LkxkLidHngjwAfS                    | Electrician| Year 1  | Module 7 | 7.2 Principle of laying out of domestic wiring (1)      | Master the layout planning, load distribution, and safety guidelines for installing domestic wiring, tailored for 1st-year students in the Electrician Trade.                                         | https://youtu.be/zTh_RxTzMlA?si=cpFEHcKlPIf1ck0o
playlist?list=PL82K0I4-0q_w7sNn52LkxkLidHngjwAfS                    | Electrician| Year 1  | Module 7 | 7.2 Metal conduit pipe (2)                              | Learn the installation procedures, bending techniques, and grounding rules for heavy-gauge metal conduit pipes, tailored for 1st-year students in the Electrician Trade.                              | https://youtu.be/WGwfpFG660E?si=8oPTimijBRy1YpMJ
playlist?list=PL82K0I4-0q_w7sNn52LkxkLidHngjwAfS                    | Electrician| Year 1  | Module 7 | 7.3 Basic Electrical Wiring (1)                         | Master the core concepts, connection methods, and circuit setups for basic electrical wiring, tailored for 1st-year students in the Electrician Trade.                                                | https://youtu.be/5Pwh_Hdaoc4?si=IDEIUSLjCoKukeJj
playlist?list=PL82K0I4-0q_w7sNn52LkxkLidHngjwAfS                    | Electrician| Year 1  | Module 7 | 7.3 Conduit Wiring (2)                                  | Learn the methods, fittings, and step-by-step procedures for installing surface and concealed conduit wiring, tailored for 1st-year students in the Electrician Trade.                                | https://youtu.be/UWS8u3SUVjc?si=Fr8EWrl1LEbrqSZ4
playlist?list=PL82K0I4-0q_w7sNn52LkxkLidHngjwAfS                    | Electrician| Year 1  | Module 7 | 7.3 PVC Channel (3)                                     | Learn the methods, fittings, and layout planning for installing PVC channel (casing-capping) wiring systems, tailored for 1st-year students in the Electrician Trade.                                 | https://youtu.be/R1co4kS0FPE?si=4O7o1-0ED1bZ0GOE
playlist?list=PL82K0I4-0q_w7sNn52LkxkLidHngjwAfS                    | Electrician| Year 1  | Module 7 | 7.3 Power Wiring (4)                                    | Learn the installation standards, cable sizing, and safety layouts for heavy-duty power wiring circuits, tailored for 1st-year students in the Electrician Trade                                      | https://youtu.be/QFz3ZL7iRL0?si=JTdUMs-Q9Nroi6dJ
playlist?list=PL82K0I4-0q_w7sNn52LkxkLidHngjwAfS                    | Electrician| Year 1  | Module 7 | 7.4 Special Wiring Ciruit                               | Learn the connections, truth tables, and applications of special wiring circuits like staircase, tunnel, and corridor wiring, tailored for 1st-year students in the Electrician Trade.                | https://youtu.be/KW6PxKg84vU?si=B1Py5MHjt5vQCyl7
playlist?list=PL82K0I4-0q_wcQLR882bfyhaUGd78KW6s                    | Electrician| Year 1  | Module 8 | 8.1 Main Board                                          | Learn the layout, component wiring, and installation of main distribution boards for safe power supply control, tailored for 1st-year students in the Electrician Trade.                              | https://youtu.be/PWaAgjP_ra0?si=L8j62wNFdRNp7YIR
playlist?list=PL82K0I4-0q_wcQLR882bfyhaUGd78KW6s                    | Electrician| Year 1  | Module 8 | 8.2 Energy meter board                                  | Learn the wiring connections, mounting layouts, and safety connections for domestic energy meter boards, tailored for 1st-year students in the Electrician Trade.                                     | https://youtu.be/AcZejWfHwc4?si=A0sfRPgGKqLaf2oo
playlist?list=PL82K0I4-0q_wcQLR882bfyhaUGd78KW6s                    | Electrician| Year 1  | Module 8 | 8.3 Estimation of load (1)                              | Learn how to calculate and estimate total connected electrical loads for domestic installations, tailored for 1st-year students in the Electrician Trade.                                             | https://youtu.be/wrA9PO-uoVY?si=dROrvxohBUAvw8tq
playlist?list=PL82K0I4-0q_wcQLR882bfyhaUGd78KW6s                    | Electrician| Year 1  | Module 8 | 8.3 Estimation for 3 phase domestic (2)                 | Learn how to calculate load requirements and plan materials for a 3-phase domestic electrical installation, tailored for 1st-year students in the Electrician Trade.                                  | https://youtu.be/dTIee99QnJU?si=Z-NBXMQQYB-XnWtv
playlist?list=PL82K0I4-0q_wcQLR882bfyhaUGd78KW6s                    | Electrician| Year 1  | Module 8 | 8.3 Workshop wiring (3)                                 | Learn how to calculate load requirements, plan layout designs, and select materials for industrial workshop wiring, tailored for 1st-year students in the Electrician Trade.                          | https://youtu.be/MKggHaAzJ48?si=8Tqjl7HIAXWhF-th
playlist?list=PL82K0I4-0q_wcQLR882bfyhaUGd78KW6s                    | Electrician| Year 1  | Module 8 | 8.4 Testing a domestic wiring installation              | Learn how to perform essential insulation resistance, continuity, and polarity tests on a domestic wiring installation, tailored for 1st-year students in the Electrician Trade.                      | https://youtu.be/Ei7NcNjkLTg?si=0Cqo-n4mX1nESzkc
playlist?list=PL82K0I4-0q_wcQLR882bfyhaUGd78KW6s                    | Electrician| Year 1  | Module 8 | 8.5 Insulation Resistance tester (1)                    | Learn how to operate, connect, and measure insulation resistance using a megger tester, tailored for 1st-year students in the Electrician Trade.                                                      | https://youtu.be/vZeTUtqz0Ns?si=AHX3dGzHZ1ergJhc
playlist?list=PL82K0I4-0q_wcQLR882bfyhaUGd78KW6s                    | Electrician| Year 1  | Module 8 | 8.5 Megger and Earth resistance Tester (2)              | Learn how to measure insulation and ground resistance using a megger and earth tester, tailored for 1st-year students in the Electrician Trade.                                                       | https://youtu.be/asZ39Q-D7BM?si=fP4UDLUl8H2cXug-
playlist?list=PL82K0I4-0q_wzp_IoTZLur98WwOSADWuJ&si=igoHr988uCI9bziD| Electrician| Year 1  | Module 9 | 9.1 Illumination terms-Laws                             | Master the essential definitions and laws of illumination, including the Inverse Square Law and Lambert's Cosine Law, tailored for 1st-year students in the Electrician Trade.                        | https://youtu.be/jRqEYyA9NA4?si=6eqs_TImj6Z1c1YA
playlist?list=PL82K0I4-0q_wzp_IoTZLur98WwOSADWuJ&si=igoHr988uCI9bziD| Electrician| Year 1  | Module 9 | 9.2 Low voltage Lamp                                    | Explore the construction, working principles, and practical applications of low-voltage lamps, tailored for 1st-year students in the Electrician Trade.                                               | https://youtu.be/xmzfxFX6S-4?si=DKTsci9ZSEy3SzW8
playlist?list=PL82K0I4-0q_wzp_IoTZLur98WwOSADWuJ&si=igoHr988uCI9bziD| Electrician| Year 1  | Module 9 | 9.3 Construction of lamp (1)                            | Explore the internal components, materials, and construction techniques of various light lamps, tailored for 1st-year students in the Electrician Trade.                                              | https://youtu.be/NycyjK-mvrQ?si=rs4r0SjDwwk_R3qG
playlist?list=PL82K0I4-0q_wzp_IoTZLur98WwOSADWuJ&si=igoHr988uCI9bziD| Electrician| Year 1  | Module 9 | 9.3 H.P.M.V (2)                                         |                                                                                                                                                                                                       | https://youtu.be/gYqi2j5G04Q?si=fgR0a_Ye9FVKBjYG
playlist?list=PL82K0I4-0q_wzp_IoTZLur98WwOSADWuJ&si=igoHr988uCI9bziD| Electrician| Year 1  | Module 9 | 9.3 CFL (3)                                             | Learn the working principles, internal circuitry, and energy-saving benefits of Compact Fluorescent Lamps (CFL), tailored for 1st-year students in the Electrician Trade.                             | https://youtu.be/YcfHOg4VK3U?si=T2ihnCvzqzwmhShD
playlist?list=PL82K0I4-0q_wzp_IoTZLur98WwOSADWuJ&si=igoHr988uCI9bziD| Electrician| Year 1  | Module 9 | 9.4 Flasher                                             | Explore the working principles, circuit connections, and practical applications of automatic light flashers, tailored for 1st-year students in the Electrician Trade.                                 | https://youtu.be/opuPrLf2Nzc?si=SGrFNoor2xLLM1vF
playlist?list=PL82K0I4-0q_wzp_IoTZLur98WwOSADWuJ&si=igoHr988uCI9bziD| Electrician| Year 1  | Module 9 | 9.5 Show case lights and fittings                       | Learn the design layout, wiring connections, and fixture selection for commercial showcase lighting and fittings, tailored for 1st-year students in the Electrician Trade.                            | https://youtu.be/wxPBoEBIDeY?si=WnAC-g6OJKKcELiW
playlist?list=PL82K0I4-0q_xPGAoRUbqSmZDXtTb67H-3&si=OoBkX9MMEjN8DRUq| Electrician| Year 1  | Module 10| 10.1 MC and MI (1)                                      | Master the working principles, construction, and key differences between Moving Coil (MC) and Moving Iron (MI) instruments, tailored for 1st-year students in the Electrician Trade.                  | https://youtu.be/2GOCflMTQ0E?si=v3LFlgTDc2HeWgGE
playlist?list=PL82K0I4-0q_xPGAoRUbqSmZDXtTb67H-3&si=OoBkX9MMEjN8DRUq| Electrician| Year 1  | Module 10| 10.1 PMMC (2)                                           | Learn the construction, torque equations, and working principles of Permanent Magnet Moving Coil (PMMC) instruments, tailored for 1st-year students in the Electrician Trade.                         | https://youtu.be/kVcr52DOLs4?si=84eibWTXe0aIoVwb
playlist?list=PL82K0I4-0q_xPGAoRUbqSmZDXtTb67H-3&si=OoBkX9MMEjN8DRUq| Electrician| Year 1  | Module 10| 10.1 Dynamometer (3)                                    | Learn the working principles, construction, and applications of electrodynamometer-type instruments used to measure AC and DC power, tailored for 1st-year students in the Electrician Trade.         | https://youtu.be/7qiBQVIT3Dg?si=-fnFAH7DCzkZ08iv
playlist?list=PL82K0I4-0q_xPGAoRUbqSmZDXtTb67H-3&si=OoBkX9MMEjN8DRUq| Electrician| Year 1  | Module 10| 10.2 Wattmeters                                         | Learn the construction, circuit connections, and working principles of various wattmeters used for power measurement, tailored for 1st-year students in the Electrician Trade.                        | https://youtu.be/f71JGA_1UvA?si=cojnrfY0aH2pFY4o
playlist?list=PL82K0I4-0q_xPGAoRUbqSmZDXtTb67H-3&si=OoBkX9MMEjN8DRUq| Electrician| Year 1  | Module 10| 10.3 phase wattmeter (1)                                | Learn the construction, wiring connections, and working principles of 3-phase wattmeters for power measurement, tailored for 1st-year students in the Electrician Trade.                              | https://youtu.be/btxLxJY0cmY?si=e1iNZ1OaKIFdBYqY
playlist?list=PL82K0I4-0q_xPGAoRUbqSmZDXtTb67H-3&si=OoBkX9MMEjN8DRUq| Electrician| Year 1  | Module 10| 10.3 Digital Energy meters (2)                          | Learn the working principles, wiring connections, and digital display parameters of electronic energy meters, tailored for 1st-year students in the Electrician Trade.                                | https://youtu.be/4EbzPJuQf1U?si=jN5lNzqOdO3r9Jgl
playlist?list=PL82K0I4-0q_xPGAoRUbqSmZDXtTb67H-3&si=OoBkX9MMEjN8DRUq| Electrician| Year 1  | Module 10| 10.3 Multimeter (3)                                     | Learn how to measure voltage, current, and resistance using a digital and analog multimeter, tailored for 1st-year students in the Electrician Trade.                                                 | https://youtu.be/qHSJcEXbWU4?si=UFbHyQyFVefAmS_K
playlist?list=PL82K0I4-0q_xPGAoRUbqSmZDXtTb67H-3&si=OoBkX9MMEjN8DRUq| Electrician| Year 1  | Module 10| 10.3 Digital Frequency Meter (4)                        | Learn the working principles, circuit connections, and reading methods of digital frequency meters, tailored for 1st-year students in the Electrician Trade.                                          | https://youtu.be/Vd3TSt3UkjE?si=zVnIRQROT-llZpE8
playlist?list=PL82K0I4-0q_xPGAoRUbqSmZDXtTb67H-3&si=OoBkX9MMEjN8DRUq| Electrician| Year 1  | Module 10| 10.4 Tong-tester                                        | Learn how to measure alternating current safely without breaking the circuit using a digital clip-on tong-tester, tailored for 1st-year students in the Electrician Trade.                            | https://youtu.be/qNmS5eVJbBk?si=ZYHX84BH1PN2wwH8
playlist?list=PL82K0I4-0q_xPGAoRUbqSmZDXtTb67H-3&si=OoBkX9MMEjN8DRUq| Electrician| Year 1  | Module 10| 10.5 smartmeter                                         | Learn the working principles, advanced data communication features, and modern connection layouts of electronic smart meters, tailored for 1st-year students in the Electrician Trade.                | https://youtu.be/fi70V_eugtQ?si=DnKh7hSgelPMQoTd
playlist?list=PL82K0I4-0q_xPGAoRUbqSmZDXtTb67H-3&si=OoBkX9MMEjN8DRUq| Electrician| Year 1  | Module 10| 10.6 Extension of range MC voltmeter (1)                | Learn how to extend the measuring range of a Moving Coil voltmeter using a series multiplier resistor, tailored for 1st-year students in the Electrician Trade.                                       | https://youtu.be/NJvsqCJyvDs?si=XUH54PYEOVWEzmoc
