Playlist Id                                                         | Trade| Year  | Module   | Title                                                   | Description                                                                                                                                                                                                                                                                                                    | Youtube video link                              | Google Forms
playlist?list=PL82K0I4-0q_zLqBQlFUIDL_L-UIThbuHK&si=vEdqherc9YclMckF| MMV  | Year 1| Module 2 | 6 Manual Automotive Hand Tools                          | This video provides an instructional overview of manual automotive hand tools, explaining the specific mechanical designs and safety practices for wooden mallets, standard and specialty screwdrivers (Phillips, offset, ratchet), and bench vices.                                                           | https://youtu.be/whLfEGL2IS0?si=v8aC4hxKUIu5_I3M| https://forms.gle/AA4YGtuuJcheTyHJ6
playlist?list=PL82K0I4-0q_zLqBQlFUIDL_L-UIThbuHK&si=vEdqherc9YclMckF| MMV  | Year 1| Module 2 | 7 Manual of Essential Hand Tools                        | This video provides an instructional overview of essential workshop work-holding and fastening tools, detailing the construction and precise applications of Allen keys, bench vices, pipe vices, C-clamps, and custom toolmaker clamps alongside crucial safe operation guidelines.                           | https://youtu.be/4ivtL6qH5ZE?si=DWPq097KMozpESw4| https://forms.gle/AA4YGtuuJcheTyHJ6
playlist?list=PL82K0I4-0q_zLqBQlFUIDL_L-UIThbuHK&si=vEdqherc9YclMckF| MMV  | Year 1| Module 2 | 8 Spanners and Their Applications                       | This video provides an instructional overview of manual automotive hand tools, explaining the specific mechanical designs and safety practices for wooden mallets, standard and specialty screwdrivers (Phillips, offset, ratchet), and bench vices.                                                           | https://youtu.be/4ivtL6qH5ZE?si=DWPq097KMozpESw4| https://forms.gle/AA4YGtuuJcheTyHJ6
playlist?list=PL82K0I4-0q_zLqBQlFUIDL_L-UIThbuHK&si=vEdqherc9YclMckF| MMV  | Year 1| Module 2 | 9 Spanners, Sockets, and Pliers                         | This video provides an instructional overview of essential workshop hand tools, detailing the mechanics and proper safety procedures for specialized spanners (ring, combination, C-spanners), socket systems, adjustable wrenches, and multi-functional pliers.                                               | https://youtu.be/d6mYWdDH-Is?si=e5KtrQJhrd19vMJ0| https://forms.gle/AA4YGtuuJcheTyHJ6
playlist?list=PL82K0I4-0q_zLqBQlFUIDL_L-UIThbuHK&si=vEdqherc9YclMckF| MMV  | Year 1| Module 2 | 10 Pliers                                               | This video provides an instructional overview of various pliers types, explaining the physical designs and geometric mechanics of flat-nose, round-nose, slip-joint, multi-grip, side/end cutters, and specialty internal/external circlip and locking pliers.                                                 | https://youtu.be/mGHk9sfQ-XM?si=Vzjb9oYR2lxae7yG| https://forms.gle/AA4YGtuuJcheTyHJ6
playlist?list=PL82K0I4-0q_zLqBQlFUIDL_L-UIThbuHK&si=vEdqherc9YclMckF| MMV  | Year 1| Module 2 | 11 Snips, Wrenches, and Cleaning Equipment              | This video provides an instructional overview of workshop sheet metal cutting snips, pneumatic impact/ratchet wrenches, screw extractors, and industrial high-pressure cleaning equipment.                                                                                                                     | https://youtu.be/wB1BwOhGBlE?si=e6BznP4gSVKUS8v4| https://forms.gle/AA4YGtuuJcheTyHJ6
playlist?list=PL82K0I4-0q_zLqBQlFUIDL_L-UIThbuHK&si=vEdqherc9YclMckF| MMV  | Year 1| Module 2 | 12 Fundamentals of Flaring                              | This video explains the mechanical principles, step-by-step procedures, and safety protocols for tube flaring (single vs. double thickness) and mechanical/hydraulic parts pullers used to extract gears and bearings.                                                                                         | https://youtu.be/DirIlYDOIf4?si=s9xQQg8ubJIXmjgH| https://forms.gle/AA4YGtuuJcheTyHJ6
playlist?list=PL82K0I4-0q_zLqBQlFUIDL_L-UIThbuHK&si=vEdqherc9YclMckF| MMV  | Year 1| Module 2 | 13 Measurements The Outside Micrometer                  | This video provides an instructional overview of the outside micrometer, explaining its mechanical construction, least count calculation ($0.01\text{ mm}$), barrel/thimble reading alignment, and essential maintenance practices.                                                                            | https://youtu.be/xArTRk78IiI?si=twkXtitT3MqSYzaC| https://forms.gle/AA4YGtuuJcheTyHJ6
playlist?list=PL82K0I4-0q_zLqBQlFUIDL_L-UIThbuHK&si=vEdqherc9YclMckF| MMV  | Year 1| Module 2 | 14  Micrometers and Vernier Calipers                    | This video provides an instructional overview of precision measurement tools, detailing the mechanical design, reading steps, and exact applications for depth micrometers ($0.01\text{ mm}$ accuracy) and universal vernier calipers ($0.02\text{ mm}$ accuracy).                                             | https://youtu.be/VOYCAMTVuXo?si=AysvI_PL2tpfzXKS| https://forms.gle/AA4YGtuuJcheTyHJ6
playlist?list=PL82K0I4-0q_zLqBQlFUIDL_L-UIThbuHK&si=vEdqherc9YclMckF| MMV  | Year 1| Module 2 | 15 Gauging and Inspection Instruments                   | This video provides an instructional overview of precision gauging and inspection instruments, explaining the mechanics and operations of telescopic gauges, dial bore gauges, dial test indicators, and structural straight edges                                                                             | https://youtu.be/BRsmwsYc7_I?si=A2OWQl3_UUPh9jfK| https://forms.gle/AA4YGtuuJcheTyHJ6
playlist?list=PL82K0I4-0q_zLqBQlFUIDL_L-UIThbuHK&si=vEdqherc9YclMckF| MMV  | Year 1| Module 2 | 16 Precision Gauges and Measurement                     | This video provides an instructional guide to specialized diagnostic automotive gauges, explaining the construction, proper operation, and evaluation metrics for feeler gauges, screw pitch gauges, vacuum gauges, and tire pressure gauges.                                                                  | https://youtu.be/-y7_zteucUM?si=ARyYFJSELN-6tvul| https://forms.gle/AA4YGtuuJcheTyHJ6
playlist?list=PL82K0I4-0q_wdO-70UArO-gMwOyk6yW9M&si=0sdMZQguiCxpvZpe| MMV  | Year 1| Module 3 | 1 Portable Drilling Machines                            | This video provides an instructional guide to drilling machines, explaining the operations of light/heavy electric drills, spark-free pneumatic drills, manual bevel-gear/breast drills, and sensitive bench drilling machines.                                                                                | https://youtu.be/MKrJiJUqa1o?si=1vt3mG6SVF_sZfLq| https://forms.gle/Y3hdBWiGSGSYXCDo7
playlist?list=PL82K0I4-0q_wdO-70UArO-gMwOyk6yW9M&si=0sdMZQguiCxpvZpe| MMV  | Year 1| Module 3 | 2 Principles of Drilling                                | This video provides an instructional overview of mechanical drilling principles, explaining structural work-holding setups (T-slot clamps, parallel blocks), twist drill bit geometry (flutes and shanks), Morse taper systems, and crucial workshop safety protocols.                                         | https://youtu.be/NNx2jIO9hvk?si=AH0AAGYQTir3LP1g| https://forms.gle/Y3hdBWiGSGSYXCDo7
playlist?list=PL82K0I4-0q_wdO-70UArO-gMwOyk6yW9M&si=0sdMZQguiCxpvZpe| MMV  | Year 1| Module 3 | 3 Fundamentals of Drilling, Tapping, and Threading Tools| This video explains the mechanical principles and calculations for cutting internal and external screw threads using manual taps (taper, intermediate, and bottoming sets), tap wrenches, threading dies, and die stocks.                                                                                      | https://youtu.be/UOjWe9RsV0I?si=KfqcEu4BqAmSZ20I| https://forms.gle/Y3hdBWiGSGSYXCDo7
playlist?list=PL82K0I4-0q_wdO-70UArO-gMwOyk6yW9M&si=0sdMZQguiCxpvZpe| MMV  | Year 1| Module 3 | 4 Principles of Reaming                                 | This video explains the engineering principles, structural components, step-by-step sizing calculations, and essential tool safety practices for completing high-precision manual and machine reaming operations.                                                                                              | https://youtu.be/XMkS_QF3ty4?si=2s5IVl6PBWS1exQL| https://forms.gle/Y3hdBWiGSGSYXCDo7
playlist?list=PL82K0I4-0q_wdO-70UArO-gMwOyk6yW9M&si=0sdMZQguiCxpvZpe| MMV  | Year 1| Module 3 | 5 Lapping and Abrasives                                 | This video explains the technical principles, structural tool choices, wet and dry processing methods, and safety protocols for executing high-precision surface lapping operations.                                                                                                                           | https://youtu.be/m51iM6Ko_dE?si=6YE5Kj-ROOZwaGCB| https://forms.gle/Y3hdBWiGSGSYXCDo7
playlist?list=PL82K0I4-0q_wuaNmlu3jgEL6aKHCxrnkl&si=OEBQsuuHPIQUscEf| MMV  | Year 1| Module 4 | 1 Fundamentals of Automotive Electricity                | This video provides an instructional overview of automotive electricity fundamentals, explaining atomic structures, free electrons, Ohm's law ($V=IR$), basic circuit loops, testing tools, and critical human safety metrics.                                                                                 | https://youtu.be/VKeIw0N4Hu0?si=rB6urENASZ7D1aoP| https://forms.gle/HD6Nz6wEQ8vSemBFA
playlist?list=PL82K0I4-0q_wuaNmlu3jgEL6aKHCxrnkl&si=OEBQsuuHPIQUscEf| MMV  | Year 1| Module 4 | 2 Automotive Electrical Circuits                        | This video provides an instructional overview of automotive electrical circuits, detailing the mechanics of series/parallel configurations, Ohm's law formulas, testing tool usage (ammeters, voltmeters, ohmmeters, multimeters), and safe diagnosis procedures.                                              | https://youtu.be/7GHvLbhQj4E?si=t2VdofZEPPLVkxLT| https://forms.gle/HD6Nz6wEQ8vSemBFA
playlist?list=PL82K0I4-0q_wuaNmlu3jgEL6aKHCxrnkl&si=OEBQsuuHPIQUscEf| MMV  | Year 1| Module 4 | 3 Resistors and DC Series Circuits                      | This video provides an instructional overview of carbon composition resistors and DC series circuits, explaining resistor wattage safety, color-code multiplier tables, physical lead designs, total resistance calculation, and voltage drop properties.                                                      | https://youtu.be/kzvQCwEYCzw?si=NF9Z2uj6IabFAtGN| https://forms.gle/HD6Nz6wEQ8vSemBFA
playlist?list=PL82K0I4-0q_wuaNmlu3jgEL6aKHCxrnkl&si=OEBQsuuHPIQUscEf| MMV  | Year 1| Module 4 | 4 Polarity in DC Circuits                               | This video provides an instructional guide to DC circuit analysis, detailing electromotive force (EMF) variables, series circuit voltage drop mathematics, resistor polarity mapping, and troubleshooting open circuits using a voltmeter.                                                                     | https://youtu.be/zx9hlRm4hrM?si=hFOMqbP0-eJ9dXhN| https://forms.gle/HD6Nz6wEQ8vSemBFA
playlist?list=PL82K0I4-0q_wuaNmlu3jgEL6aKHCxrnkl&si=OEBQsuuHPIQUscEf| MMV  | Year 1| Module 4 | 5 Parallel and Series-Parallel Circuits                 | This video explains the laws, reduction mathematics, ohmmeter troubleshooting, fuse protection safety, and real-world appliance wiring layouts for DC parallel and series-parallel combination circuits.                                                                                                       | https://youtu.be/I0kCOYumlcE?si=0vytZx3ja5JJyjue| https://forms.gle/HD6Nz6wEQ8vSemBFA
playlist?list=PL82K0I4-0q_wuaNmlu3jgEL6aKHCxrnkl&si=OEBQsuuHPIQUscEf| MMV  | Year 1| Module 4 | 6 Automotive Electrical Components                      | This video provides an instructional overview of automotive electrical components, detailing the mechanical operations of fuses, circuit breakers, and capacitors used for overcurrent protection and temporary energy storage.                                                                                | https://youtu.be/yymWUFlLQCc?si=4OimQ0q-cg6yFT6X| https://forms.gle/HD6Nz6wEQ8vSemBFA
playlist?list=PL82K0I4-0q_wuaNmlu3jgEL6aKHCxrnkl&si=OEBQsuuHPIQUscEf| MMV  | Year 1| Module 4 | 7 Automotive Battery Fundamentals                       | This video provides an instructional overview of automotive lead-acid battery chemistry, explaining reversible electrochemical cycles, cell construction (plates and separators), hydrometer specific gravity testing, and essential storage safety.                                                           | https://youtu.be/YTBy-KnPuUM?si=6BaWKfKJ6zTIjaSS| https://forms.gle/HD6Nz6wEQ8vSemBFA
playlist?list=PL82K0I4-0q_wuaNmlu3jgEL6aKHCxrnkl&si=OEBQsuuHPIQUscEf| MMV  | Year 1| Module 4 | 8 Automotive Electrical Systems                         | This video provides an instructional overview of automotive electrical systems, detailing electromagnetic induction, photovoltaic energy conversion, static electric charge, and diagnostic applications like relays and sensors.                                                                              | https://youtu.be/EZ6m_L3Wpds?si=CPVZ9sybZQ52naTe| https://forms.gle/HD6Nz6wEQ8vSemBFA
playlist?list=PL82K0I4-0q_wuaNmlu3jgEL6aKHCxrnkl&si=OEBQsuuHPIQUscEf| MMV  | Year 1| Module 4 | 9 Semiconductor Theory                                  | This video provides an instructional overview of semiconductor theory and automotive electronics, detailing step-up ignition transformers, alternator rectification, P-N junction diode behaviors, and solid-state transistors.                                                                                | https://youtu.be/nSmUcfp7K9Q?si=zmm0XTzZsasB27JI| https://forms.gle/HD6Nz6wEQ8vSemBFA
playlist?list=PL82K0I4-0q_wuaNmlu3jgEL6aKHCxrnkl&si=OEBQsuuHPIQUscEf| MMV  | Year 1| Module 4 | 10 Transistors, Thyristors, and Thermistors             | This video provides an instructional overview of advanced semiconductor components, explaining NPN/PNP transistor structures, silicon controlled rectifier (SCR) operating cycles, multimeter troubleshooting, and negative temperature coefficient (NTC) thermistors.                                         | https://youtu.be/4VTRtSzGJXI?si=Ygak5hKzxJfhtZos| https://forms.gle/HD6Nz6wEQ8vSemBFA
playlist?list=PL82K0I4-0q_xxRnF4RJkk0Zb9oJtO7Z5-&si=vvvHVQNB5XgpEyNA| MMV  | Year 1| Module 5 | 1 Fundamentals of Pascal's Law and Hydraulic Systems    | This video explains the mechanical properties of fluid power based on Pascal's Law, detailing hydraulic force multiplication physics ($P=F/A$), component layouts, and automotive breaking system applications.                                                                                                | https://youtu.be/Ll4AkTA7iIU?si=cLIZ2aBdK9Qo4xV_| https://forms.gle/nSF3cb6ZRBMi1iDKA
playlist?list=PL82K0I4-0q_xxRnF4RJkk0Zb9oJtO7Z5-&si=vvvHVQNB5XgpEyNA| MMV  | Year 1| Module 5 | 2 Principles of Hydraulic Systems                       | This video provides an instructional overview of hydraulic fluids and pumps, detailing kinematic viscosity metrics, external and internal gear pump operations, and pressure relief valve (PRV) safety rules.                                                                                                  | https://youtu.be/Z3IL8jtt0RU?si=T9KjJDFFBy_llmBQ| https://forms.gle/nSF3cb6ZRBMi1iDKA
playlist?list=PL82K0I4-0q_xxRnF4RJkk0Zb9oJtO7Z5-&si=vvvHVQNB5XgpEyNA| MMV  | Year 1| Module 5 | 3 Pneumatic Fluid Power Systems                         | This video explains the components and mechanical principles of fluid and pneumatic power systems, detailing single/double-acting cylinders, check and throttle valves, Boyle's Law, and Filter-Regulator-Lubricator (FRL) air-service units.                                                                  | https://youtu.be/N-wKXNfR3RQ?si=3I62sSioydj1zTWM| https://forms.gle/nSF3cb6ZRBMi1iDKA
playlist?list=PL82K0I4-0q_wGgFAfhr6_dl8RNS0LqNKe&si=5bG1ICk3JsSIeIz4| MMV  | Year 1| Module 6 | 1 Automotive classification                             | This video provides an instructional overview of automotive classifications, detailing structural drive-train layouts (FWD/RWD/4WD), CVT transmission mechanics, industrial hydraulic hoist operations, and essential garage jack safety rules.                                                                | https://youtu.be/g40jpiI5440?si=ePLD5YMX8Wqb_0Fe| https://forms.gle/1pmWaWSznbuScov79
playlist?list=PL82K0I4-0q_wGgFAfhr6_dl8RNS0LqNKe&si=5bG1ICk3JsSIeIz4| MMV  | Year 1| Module 6 | 2 Automotive powerplants                                | This video explains the principles and types of heat engines, highlighting the structural differences between internal and external combustion configurations, engine cylinder geometry, and the mechanics of a two-stroke diesel cycle.                                                                       | https://youtu.be/p_fJUKDxJMQ?si=tPS9xXZNcSw6CLre| https://forms.gle/1pmWaWSznbuScov79
playlist?list=PL82K0I4-0q_wGgFAfhr6_dl8RNS0LqNKe&si=5bG1ICk3JsSIeIz4| MMV  | Year 1| Module 6 | 3 Internal combustion engines                           | This video outlines the structural configurations and thermodynamic operations of internal combustion engines, comparing two-stroke and four-stroke models alongside compression-ignition and spark-ignition methods.                                                                                          | https://youtu.be/C_mwcha3gxY?si=1VQb-HFDfFvsqRET| https://forms.gle/1pmWaWSznbuScov79
playlist?list=PL82K0I4-0q_wGgFAfhr6_dl8RNS0LqNKe&si=5bG1ICk3JsSIeIz4| MMV  | Year 1| Module 6 | 4 Combustion engine mechanics                           | This video outlines the engineering mechanics and thermodynamics of internal combustion engines, illustrating two-stroke and four-stroke cycle operations alongside Otto and Diesel cycle parameters.                                                                                                          | https://youtu.be/DzsekFMNIZc?si=SbutDYLEVMxoxV-c| https://forms.gle/1pmWaWSznbuScov79
playlist?list=PL82K0I4-0q_wGgFAfhr6_dl8RNS0LqNKe&si=5bG1ICk3JsSIeIz4| MMV  | Year 1| Module 6 | 5 Direct and Indirect fuel injection                    | This video provides an instructional overview of automotive engine fundamentals, comparing direct vs. indirect fuel injection systems, explaining internal cylinder layouts, and breaking down engine horsepower metrics.                                                                                      | https://youtu.be/dp6fL3Z32SM?si=q7zljPl8XJuHld9Y| https://forms.gle/1pmWaWSznbuScov79
playlist?list=PL82K0I4-0q_wGgFAfhr6_dl8RNS0LqNKe&si=5bG1ICk3JsSIeIz4| MMV  | Year 1| Module 6 | 6 Dashboard gauges                                      | This video provides an instructional overview of automotive engine fundamentals, comparing direct vs. indirect fuel injection systems, explaining internal cylinder layouts, and breaking down engine horsepower metrics.                                                                                      | https://youtu.be/pnerRyILt9Q?si=Gky7vI0rsT7vjhtf| https://forms.gle/1pmWaWSznbuScov79
playlist?list=PL82K0I4-0q_wGgFAfhr6_dl8RNS0LqNKe&si=5bG1ICk3JsSIeIz4| MMV  | Year 1| Module 6 | 7 Automobile Engine                                     | This video provides an instructional overview of automotive engine fundamentals, comparing direct vs. indirect fuel injection systems, explaining internal cylinder layouts, and breaking down engine horsepower metrics.                                                                                      | https://youtu.be/9qcoj79IqaU?si=rwPY4zoQoCAGm4_w| https://forms.gle/1pmWaWSznbuScov79
playlist?list=PL82K0I4-0q_yBpOqtq-f_HNSHm5_VnTOf&si=C57qLCrqAKbFN7IK| MMV  | Year 1| Module 7 | 1 Engine Valve Component                                | This video explains the mechanics and functions of internal combustion engine valves, covering popet valve angles, operating gear sequences (camshafts, pushrods, and rocker arms), hydraulic tappet clearances, and oil stems.                                                                                | https://youtu.be/cL_KQGYYZIE?si=B5DjoN1cnzaVi8Xa| https://forms.gle/AXbXeZoYZgUdMi1r5
playlist?list=PL82K0I4-0q_yBpOqtq-f_HNSHm5_VnTOf&si=C57qLCrqAKbFN7IK| MMV  | Year 1| Module 7 | 2 Internal Combustion Valvetrain                        | This video provides an instructional overview of internal combustion engine valvetrains, detailing positive valve stem oil seals, valve lead/lag timing mechanics, overlap physics, and variable valve timing (VVT) architectures.                                                                             | https://youtu.be/FO2c0Wj4Zfg?si=OnGmdcn0V1t28Rf5| https://forms.gle/AXbXeZoYZgUdMi1r5
playlist?list=PL82K0I4-0q_yBpOqtq-f_HNSHm5_VnTOf&si=C57qLCrqAKbFN7IK| MMV  | Year 1| Module 7 | 3 Mechanics of Camshafts, Drive Systems, and Pistons    | This video explains the mechanical operations of automotive engines, covering camshaft profiles, piston and pushrod sequences, gear/chain/belt valvetrain drives, and variable valve timing (VVT) architectures.                                                                                               | https://youtu.be/u6jpB0UJQwA?si=5sziEAbZhq2uY8Ku| https://forms.gle/AXbXeZoYZgUdMi1r5
playlist?list=PL82K0I4-0q_yBpOqtq-f_HNSHm5_VnTOf&si=C57qLCrqAKbFN7IK| MMV  | Year 1| Module 7 | 4 Internal Combustion Engine Components                 | This video provides an instructional overview of internal combustion engine components, detailing piston crown geometries, compression and oil control ring functions, micrometer clearance checks, and compression ratio principles.                                                                          | https://youtu.be/kY_YmyRvw0E?si=tS4XfuQhw57Y10HI| https://forms.gle/AXbXeZoYZgUdMi1r5
playlist?list=PL82K0I4-0q_yBpOqtq-f_HNSHm5_VnTOf&si=C57qLCrqAKbFN7IK| MMV  | Year 1| Module 7 | 5 Connecting Rods and Crankshafts                       | This video explains the mechanical principles of engine connecting rods and crankshafts, detailing dropped-forged I-beam layouts, piston pin locking systems, and shell bearing metallurgy.                                                                                                                    | https://youtu.be/CeOhNNhSyC0?si=iGCUe1TQF-_W38me| https://forms.gle/AXbXeZoYZgUdMi1r5
playlist?list=PL82K0I4-0q_yBpOqtq-f_HNSHm5_VnTOf&si=C57qLCrqAKbFN7IK| MMV  | Year 1| Module 7 | 6 Automotive Bearings                                   | This video provides an instructional overview of automotive bearings and clutch mechanics, detailing ball and needle roller bearing functions, dynamic balancing principles, flywheel operations, and clutch pressure plate step-by-step decoupling.                                                           | https://youtu.be/ohTKa1xgQnI?si=sDW28eCfEwElvTkv| https://forms.gle/AXbXeZoYZgUdMi1r5
playlist?list=PL82K0I4-0q_yBpOqtq-f_HNSHm5_VnTOf&si=C57qLCrqAKbFN7IK| MMV  | Year 1| Module 7 | 7 Automotive Theory                                     | This video explains the principles and components of automotive drivetrains, covering engine cylinder block configurations, wet vs. dry liners, clutch pressure plate operations, and multi-plate vs. fluid coupling architectures.                                                                            | https://youtu.be/UzbSdv8YT7E?si=2SCHZBgtf1ifr9EG| https://forms.gle/AXbXeZoYZgUdMi1r5
playlist?list=PL82K0I4-0q_wf0_f1B0bql2drYME7vFdX&si=K768dUvbMHBKyz4e| MMV  | Year 1| Module 8 | 1 Mechanic Motor Vehicle Engine Cooling Systems         | This video explains the mechanical engineering behind automotive engine cooling systems, comparing air and water configurations, centrifugal pumps, and bellows/wax thermostat valve controls.                                                                                                                 | https://youtu.be/ta8bd1LqJPI?si=DuInTkoxceZt04Te| https://forms.gle/jswCcZR4cseoUsSQ9
playlist?list=PL82K0I4-0q_wf0_f1B0bql2drYME7vFdX&si=K768dUvbMHBKyz4e| MMV  | Year 1| Module 8 | 2 Automotive Engine Cooling and Lubrication Systems     | This video details automotive thermal management and friction reduction layouts, explaining radiator core configurations, pressure cap valve regulation, antifreeze chemistries, and petrol-oil or dry-sump engine lubrication methods.                                                                        | https://youtu.be/gJ3OBOaq35o?si=HrSy9Gd0Kn9rmfBy| https://forms.gle/jswCcZR4cseoUsSQ9
playlist?list=PL82K0I4-0q_wf0_f1B0bql2drYME7vFdX&si=K768dUvbMHBKyz4e| MMV  | Year 1| Module 8 | 3 Automotive Engine Cooling and Lubrication systems     | This video explores automotive thermal and friction regulation, explaining coolant chemical additives, pressure-relief valves, positive crankcase ventilation (PCV) setups, and ECU-controlled electric cooling loops.                                                                                         | https://youtu.be/n8TnDBN6CzY?si=x2RFbhemM47o6hzS| https://forms.gle/jswCcZR4cseoUsSQ9
playlist?list=PL82K0I4-0q_wf0_f1B0bql2drYME7vFdX&si=K768dUvbMHBKyz4e| MMV  | Year 1| Module 8 | 4 Automotive Lubrication Systems and Oil Components     | This video provides an instructional overview of automotive lubrication systems, explaining oil pump plumbing mechanics, full-flow versus bypass filtration, oil viscosity science, and SAE oil grades for varying temperatures.                                                                               | https://youtu.be/i_LDH2gC1dI?si=1jq-hMQRdE5w0Ggb| https://forms.gle/jswCcZR4cseoUsSQ9
playlist?list=PL82K0I4-0q_ygc_7tVzab0yOhG8lfisTt&si=T20mswACG4HhtujS| MMV  | Year 1| Module 9 | 1 Induction and Exhaust System Theory                   | This video explains the mechanics of automotive induction and exhaust systems, detailing turbocharging/supercharging configurations, air compressors, exhauster vacuums, and intercooler dense-air thermal cooling.                                                                                            | https://youtu.be/idy7deAfGPI?si=Fz6k_zlxz0njZ65x| https://forms.gle/XHVKkMXXFNYM1fwX6
playlist?list=PL82K0I4-0q_ygc_7tVzab0yOhG8lfisTt&si=T20mswACG4HhtujS| MMV  | Year 1| Module 9 | 2 Automotive Intake and Exhaust Systems Engineering     | This video explains the mechanics of automotive intake and exhaust systems, detailing exhaust backpressure parameters, fixed vs. variable geometry turbochargers, reverse-flow mufflers, and catalytic converter emission controls.                                                                            | https://youtu.be/zWA2m5Tw27A?si=5TqUsHtOq6l4oltB| https://forms.gle/XHVKkMXXFNYM1fwX6
